id,album_title,eng_album_title,album_rd,album_seq,track_title,eng_track_title,lyrics,performed_by,lang,spotify_album_id,spotify_track_duration_ms,spotify_track_id,spotify_track_danceability,spotify_track_energy,spotify_track_key,spotify_track_loudness,spotify_track_mode,spotify_track_speechiness,spotify_track_acousticness,spotify_track_instrumentalness,spotify_track_liveness,spotify_track_valence,spotify_track_tempo,spotify_track_time_signature
BTS-191,love yourself 轉 'tear',love yourself: tear,2018-05-18,7,Magic Shop,magic shop,"i know that you're hesitating because even if you say the truth
in the end it will all return as scars
i'm not going to say anything blatant like ‚äúfind strength‚äù
i will let you hear my story, let you hear it

what did i say?
i said you'd win, didn't i?
i couldn't believe it (really)
could i win it?
this miracle that isn't a miracle
did we make it?
(no) i was here
you were the one that made your way to me
i do believe your galaxy
i want to listen to your melody
your stars in the milky way
don't forget that i found you anyways
at the end of my despair
you're the last reason
for me who was standing at the edge of the cliff
live

on days i hate being myself, days i want to disappear forever
let's make a door in your heart
open the door and this place will await
it's okay to believe, the magic shop will comfort you

while drinking a glass of hot tea
and looking up at the milky way
you'll be alright, oh, this here is the magic shop

so show me (i'll show you)
so show me (i'll show you)
so show me (i'll show you)
show you show you

like a rose when blooming
like cherry blossoms when being scattered in the wind
like morning glory when fading
like that beautiful moment
i always want to be the best
so i was impatient and always restless
comparing myself with others became my daily life
my greed that was my weapon suffocated me and also became a leash
but looking back on it now, truthfully
i feel like it's not true that i wanted to be the best
i wanted to become your comfort and move your heart
i want to take away your sadness, and pain

on days where i hate myself for being me, on days where i want to disappear forever
let's make a door. it's in your heart
open the door and this place will await
magic shop

while drinking a glass of hot tea
and looking up at the milky way
you'll be alright, oh, this here is the magic shop

so show me (i'll show you)
so show me (i'll show you)
so show me (i'll show you)
show you show you

would you believe me if i said that i was scared of everything too?
all the sincerity, the remaining times
all your answers are in this place you found
in your milky way, inside your heart

you gave me the best of me
so you'll give you the best of you
you found me. you knew me
you gave me the best of me
so you'll give you the best of you
you'll find it, the galaxy inside you

so show me (i'll show you)
so show me (i'll show you)
so show me (i'll show you)
show you show you",BTS,KOR,4NIqCxqP9o8Tp6tGLBqd8O,275695.0,5MTGPkmiUuud9NkA0sl2nI,0.531,0.661,1.0,-5.836,1.0,0.0907,0.103,0.0,0.0779,0.278,149.934,4.0
BTS-192,love yourself 轉 'tear',love yourself: tear,2018-05-18,8,Airplane pt.2,airplane pt.2,"an odd kid
he sang as if he was breathing
wherever was fine
he only wanted to do music
only singing
the thing that made his heart beat
although he walked down the only path

it's not easy
failure and frustration
words that someone gave me after calling me, exhausted, to stop
you're a singing star
you're a singing star
but i see no star...
after some years passed by

(we still) sky high, sky fly, sky dope
(we still) same try, same scar, same work
(we still) wherever in the world we go
(we still) we work in our hotel rooms
(i still) one day it works out too well, then the next day i'm completely screwed
(i still) who should i live as today, kim namjoon or rm?
25, i still don't know how to live well
so, today as well, we just go

we goin' from ny to cali
london to paris
wherever we go, party
el mariachi
el mariachi
el mariachi
we goin' from tokyo, italy
hong kong to brazil
wherever in the world, i will sing
el mariachi
el mariachi
el mariachi
el mariachi

every day above the clouds, every day above the clouds
my feel above the clouds, check it above the clouds
my chemistry with the clouds, all day with the clouds
the fun of riding the clouds, fade in looking at the clouds
you don't know maybe
thanks to years of flying
i got a few hundred thousand mileage
it's time to console you who couldn't make it
i'll give you the flight points as a present
love the airplane mode, turn off all the concerns
no matter what anyone says
i'll just continue to keep the first
and look at the night sky as it fits my place right now

i don't know, i don't know, i don't know, i don't know
yeah how to stop
i don't know, i don't know, i don't know, i don't know
yeah how to take some rest
i don't know, i don't know, i don't know, i don't know
yeah how to fail
i don't know, i don't know, i don't know, i don't know
i got fed up by you cutely bragging about your money on tv
my passport is about to die from overworking
you're the ones who benefitted from media, hahahaha
hey, hey you're the ones who're better at playing celebrities
we're still the same as back then
woo!

we goin' from mexico city
london to paris
wherever we go, party
el mariachi
el mariachi
el mariachi
we goin' from tokyo, italy
hong kong to brazil
wherever in the world, i will sing
el mariachi
el mariachi
el mariachi
el mariachi
(el mari- ah-whoo~ whoo~ whoo~ whoooo~)",BTS,KOR,4NIqCxqP9o8Tp6tGLBqd8O,218614.0,4lAE47gj539h8R1yxPhhGG,0.77,0.817,0.0,-4.092,0.0,0.0339,0.0265,0.000103,0.084,0.866,139.979,4.0
BTS-193,love yourself 轉 'tear',love yourself: tear,2018-05-18,9,Anpanman,anpanman,"waiting for you, anpanman
waiting for you, anpanman

i don't have biceps or pecs
i don't have a super car like batman
the ideal hero is my fantasy
but all i can give you is anpan
i've dreamed of becoming a hero like superman
i ran with all my strength, jumping high up in the sky
i'm not afraid of little things like bruising my knees
a innocent fantasies of my childhood

i'm not a superhero
don't expect a lot
i can be your hero
i'm really not sure whether that even makes sense
but mom, i really need to do it
who's gonna do it if it isn't me?
you can call me, say anpan

waiting for you, anpanman
(lemme hear ya say, lemme hear ya say)
waiting for you, anpanman
(turn it up, turn it up, turn it up)
i'll muster up the strength a little more
(lemme hear ya say, lemme hear ya say)
i'll be your strength
(turn it up, turn it up, turn it up)

keep spinning and spinning my anpan
keep ballin', ballin' still bangtan
as i open my eyes, i'm a hero, but still in maze
that young man, young man, young man
keep secretly, secretly getting covered in bruises
but ballin', ballin' still bangtan
even if i'm hurt, i'm a hero, put the fear behind
anpanman, panman, panman

i'm a new generation, anpanman
i'm a new superhero, anpanman
all i have is this one song
lemme say ‚äúall the bad men, cop out‚äù
i'm a new generation, anpanman
i'm a new superhero, anpanman
all i have is this song
lemme say ‚äúall the bad men, cop out‚äù

sometimes i'm afraid of all this
because i came to have so many things that i love
some say, you're almost an old fossil now
you're not qualified, just do what you've been doing before
but i still want to be a hero
all i can give you is anpan
and a word, ""you've worked hard,""
but i'll fly to you right away if you call me
please call me

waiting for you, anpanman
(lemme hear ya say, lemme hear ya say)
waiting for you, anpanman
(turn it up, turn it up, turn it up)
i'll muster up the strength a little more
(lemme hear ya say, lemme hear ya say)
i'll be your strength
(turn it up, turn it up, turn it up)

keep spinning and spinning my anpan
keep ballin', ballin' still bangtan
as i open my eyes, i'm a hero, but still in maze
that young man, young man, young man
keep secretly, secretly getting covered in bruises
but ballin', ballin' still bangtan
even if i'm hurt, i'm a hero, put the fear behind
anpanman, panman, panman

to be honest
i'm scared of falling
and of letting you down
but, even if it takes up all my strength
i will be sure that i stay by your side
although i'll fall again
i'll make a mistake again
and i'll be covered in mud
i believe in myself because i'm a hero
yeah, yeah

keep spinning and spinning my anpan
keep ballin', ballin' still bangtan
as i open my eyes, i'm a hero, but still in maze
that young man, young man, young man
keep secretly, secretly getting covered in bruises
but ballin', ballin' still bangtan
even if i'm hurt, i'm a hero, put the fear behind
anpanman, panman, panman

i'm a new generation, anpanman
i'm a new superhero, anpanman
what i have is a single blow of this song
lemme say ‚äúall the bad men, cop out‚äù
i'm a new generation, anpanman
i'm a new superhero, anpanman
what i have is a single blow of this song
lemme say ‚äúall the bad men, cop out‚äù",BTS,KOR,4NIqCxqP9o8Tp6tGLBqd8O,232966.0,34OSqW5ULWxmCEMjJ1ZgVW,0.813,0.876,1.0,-2.92,0.0,0.0922,0.024,0.0,0.287,0.757,98.989,4.0
BTS-194,love yourself 轉 'tear',love yourself: tear,2018-05-18,10,So What,so what,"somebody call me right one
somebody call me wrong
i'm not gonna care about it
why don't you not do so as well
so what
let go

in a sigh, lots of worries are hiding
stop thinking about it, you already know it all
in the middle of the road, in the moment you want to give up
shout out louder
so what, what, what

there's nothing that works out as i wanted
there's even fewer places for me to hide
it's already been a while since the dice were rolled
if you dawdle, you'll be swept away, oh bae
90% of your worries are an imaginary swamp that you created
just go instead of worrying
don't get scared, cheer up
shout it out, so what, what

we are, we are, we are
young & wild & free
your worries, worries, without no answer
don't fall into them and stay in them

even if you're in danger on the boundary
let's cut through the wind while laughing and chatting
sometimes run like a fool
with mistakes and in tears, we just go

so what
don't stop and worry yourself
it's good for nothing
let go
although there's no answer yet
you can start the fight

so what
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
let go
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
so what

ay some say they hate their work
ay some say they only want to rest
ay their pain and devastation
ay when all those rage at me
ay what else can i do, uh
since there's only one answer, uh
let's just trust it and run
so what?

i don't wanna die right now
i don't wanna, i don't wanna fight right now
i don't like worries, life is long
just go, i wanna live right now
since the brake is broken, step on the accelerator
however you do
where's the fun if you know all about a person's life
pain is my medal
so, so what?

we are, we are, we are
young & wild & free
your worries, worries without no answer
don't fall into them and stay in them

even if you're in danger on the boundary
let's cut through the wind while laughing and chatting
sometimes run like a fool
with mistakes and in tears, we just go

so what
don't stop and worry yourself
it's good for nothing
let go
although there's no answer yet
you can start the fight

so what
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
let go
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh

somebody call me right one
somebody call me wrong
i'm not gonna care about it
why don't you not do so as well

so what
don't stop and worry yourself
it's good for nothing
let go
although there's no answer yet
you can start the fight

so what
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
let go
oh oh oh oh oh oh oh oh oh oh
oh oh oh oh oh oh
so what

somebody call me right one
somebody call me wrong
i'm not gonna care about it
why don't you not do so as well",BTS,KOR,4NIqCxqP9o8Tp6tGLBqd8O,281520.0,0wqqe8k13bJPxRt7FEmnwS,0.657,0.883,9.0,-4.294,0.0,0.0733,0.0238,0.0,0.0481,0.461,129.943,4.0
BTS-195,love yourself 轉 'tear',love yourself: tear,2018-05-18,11,Outro: Tear,outro: tear,"goodbyes are, for me, a tear
without even knowing, it blooms around my eyes
the words that i could not bring myself to say flow down
and lingering regret crawls over my face
to me, you were once my dear
but now you're merely a bitter beer
my heart that's stained with belated self-loathing
becomes empty even with the passing breeze
at the end of my play where breakup was a lie
the price that i had to pay came to me
if someone said they would turn back the time for me
would i have been able to be a bit more honest?
the bare face that only i know
the ugly and pathetic old friends within me
would you still be able to love me again like before
with that smile with which you used look at me
stop saying things like forever, forever
after all, the end originally exists
if there's a start, i don't wanna listen to that
words that are too correct or too much consolation.. i don't wanna listen to that
i was just so scared
because it seemed like perhaps i had never loved you at all
although it was late, that you were true
that only you loved me
more

you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
what more can i say?
you're my tear

we walked towards the same place
but this place becomes our last
although we used to talk about forever
now we break each other without mercy
although we thought that we dreamed the same dream
that dream has finally become a dream
my heart is torn, please burn it instead
so that pain and regret, none of that would be left

you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
you're my fear
you're my, you're my fear
what more can i say?
you're my...

goodbyes are t.e.a.r
because things like tears are a luxury
there's no such thing as beautiful goodbyes
so just begin now
woo take it easy, slowly carve out my heart
that's right, that's right, gently step on the shards that have shattered
so that regret, regret, such a thing will no longer be left
please burn up my heart that was torn into shreds
that's right, right there, what are you hesitating for
this is the ending you were wishing for
so go on and kill me without hesitating
woo yeah yeah burn it
woo yeah yeah yeah burn it
woo yeah yeah yeah burn it
so not even the ashes remain

this is the real you and this is the real me
now we've seen the end and not even resentment is left
i've woken up from the sweet dream and i close my eyes
this is the real you and this is the real me

we walked towards the same place
but this place becomes our last
although we used to talk about forever
now we break each other without mercy
although we thought that we dreamed the same dream
that dream has finally become a dream
my heart is torn, please burn it instead
so that pain and regret, none of that would be left

you're my tear
you're my, you're my tear
you're my tear
you're my, you're my tear
you're my fear
you're my, you're my fear
what more can i say?
you're my...

what should i say?
we know
the answer is fixed
but replying is always hard

why are you spilling it?
why are you tearing it up?
it's useless, to me
goodbye to me is only those moments (flashback)
the moment you say words from your mouth
the moment our focus becomes irregular
at the moment where everything is dangerous
our end that two letters handed to us
that i won't cry, that i won't tear it up
i can't say those kinds of words. in the future i, too
breakup, incurable disease
you're my beginning and my end, that is all
my meeting and my farewell
you were everything, step forward fear
it will be repeated, caused by you
tear
tear",BTS,KOR,4NIqCxqP9o8Tp6tGLBqd8O,284980.0,27yKZtF7WLdmlLoW8qMssq,0.711,0.903,6.0,-2.723,0.0,0.246,0.327,0.0,0.0887,0.469,140.02,4.0
BTS-196,love yourself 結 'answer',love yourself: answer,2018-08-24,1,Euphoria,euphoria,"you are the sunlight that rose again in my life
a reincarnation of my childhood dreams
i don't know what this emotion is
if this place is also inside a dream

this dream is a blue mirage in the desert
a priori deep inside of me
i'm so happy, i can't breathe
my surroundings are getting more and more transparent

i hear the far-away ocean
across the dream, over the horizon
i'm going to the place that's getting clearer
take my hands now
you are the cause of my euphoria

euphoria
take my hands now
you are the cause of my euphoria
euphoria
close the door now
when i'm with you i'm in utopia

were you wandering around
looking for an erased dream too?
it's different from the typical definition of destiny
your pained eyes are looking at the same place as me
won't you please stay in dreams

i hear the ocean from far away
across the dream, over the horizon
i'm going to the place that's getting clearer
take my hands now
you are the cause of my euphoria

euphoria
take my hands now
you are the cause of my euphoria

even if the desert becomes cracked
no matter who shakes this world
don't let go of the hand you're holding
please don't wake up from this dream

i hear the ocean from far away
across the dream, over the horizon
(please don't wake up from this dream)
i'm going to the place that's getting clearer
take my hands now
you are the cause of my euphoria

euphoria
take my hands now
you are the cause of my euphoria
euphoria
close the door now
when i'm with you i'm in utopia",JUNGKOOK,KOR,43wFM1HquliY3iwKWzPN4y,228615.0,5YMXGBD6vcYP7IolemyLtK,0.637,0.799,2.0,-4.518,1.0,0.0338,0.394,0.0,0.0921,0.57,104.996,4.0
BTS-197,love yourself 結 'answer',love yourself: answer,2018-08-24,2,Trivia 起: Just Dance,trivia: just dance,"if you ask me about that moment
bright sunshine was falling down
if you ask me about that feeling
naturally, it was a one shot into my eyes
music playing in those vibes
we each stretch
getting rid of the nerves
if i hid my heart, i would've regretted it
watching this sunset with you
hey, dance with me dance with me
any kind of bounce is fine, dance with me
where are you from, why are you dancing
a natural conversation, say something
it's weird, we're connecting too much
feels like everything will go well
but you're my friend, yeah my friend
just
i like the feeling of being with you
i like the dances that i do with you
i just wanna, wanna, wanna
i really wanna, wanna, wanna
just dance
to the rhythm of the music
however our bodies move
we're shadows underneath the moonlight
fall in.. fall in..
i like the feeling of being with you
i like the dances that i do with you
i just wanna, wanna, wanna
i really wanna, wanna, wanna
just dance
in my muddy life
you were like a single stem flower
even this suffocating studio
if we're together, turns into paradise
my dreams that once had no answer
now becomes something we can relate to
because our rhythm is matching
because we have our dance, it's a fate-like beat
let's get it on pop
washing me over with those waves
our heartbeats are in sync
you're getting to know my heart too
i wanna keep this going
i like you like i like to dance
so you're my love, yeah my love
that's what i like
i like the feeling of being with you
i like the feeling of dancing with you
i just wanna, wanna, wanna
i really wanna, wanna, wanna
just dance
to the rhythm of the music
however our bodies move
we're shadows underneath the moonlight
fall in.. fall in..
i like the feeling of being with you
i like the feeling of dancing with you
i just wanna, wanna, wanna
i really wanna, wanna, wanna
just dance
i felt it baby
this moment, you and me, baby
this all fits together like a math formula baby
even obscurities, baby
even difficulties, baby
because of you, i'm comforted from all of that, baby
i felt it baby
this moment, you and me, baby
this all fits together like a math formula baby
even rough breathing, baby
even shedding sweat, baby
because of you, it all has meaning, baby
i like the feeling of being with you
i like the feeling of dancing with you
i just wanna, wanna, wanna
i really wanna, wanna, wanna
just dance",J-HOPE,KOR,43wFM1HquliY3iwKWzPN4y,225220.0,4YDHRtzm0OGuieCTVQjVuk,0.723,0.906,1.0,-4.777,0.0,0.281,0.0929,0.0,0.0771,0.393,125.023,4.0
BTS-198,love yourself 結 'answer',love yourself: answer,2018-08-24,3,Serendipity (Full Length Edition),serendipity (full length edition),"all this is no coincidence
just, just, by my feeling
the whole world is different from yesterday
just, just, with your joy
when you called me
i became your flower
as if we were waiting
we bloom until we ache
maybe it's the providence of the universe
that's how it is
you know, i know
you are me, i am you

i'm scared, just as much as my heart flutters
because destiny keeps getting jealous of us
i'm just as scared as much as you are
when you see me
when you touch me
the universe has moved for us
without missing a single thing
because our happiness has been planned
cuz you love me, and i love you

you're my penicillin
saving me
my angel, my world
i'm your calico cat
here to see you
love me now, touch me now

just let me love you (let me love, let me love you)
just let me love you (let me love, let me love you)
since the creation of the universe
everything was destined
just let me love you (let me love, let me love you)

you're my penicillin, saving me, saving me
my angel, my world
i'm your calico cat, here to see you
love me now, touch me now

just let me love you (let me love, let me love you)
just let me love you (let me love, let me love you)
since the creation of the universe
everything was destined
just let me love you (let me love, let me love you)
just let me love you (let me love, let me love you)

now come to me
come and let's become a ‚äúwe‚äù
i don't wanna let go, no
just trust yourself
you can feel it even if you don't say it
the stars are in the sky
we are flying
this isn't a dream
don't be nervous, hold my hand
now we're becoming a ‚äúwe‚äù
let me love you

just let me love you (let me love, let me love you)
just let me love you (let me love, let me love you)
since the creation of the universe
everything was destined
just let me love you (let me love, let me love you)
just let me love you (let me love, let me love you)

let me love, let me love you
let me love, let me love you",JIMIN,KOR,43wFM1HquliY3iwKWzPN4y,276707.0,1dS4l6xmdgEhCZTAhdOm4N,0.422,0.578,8.0,-7.524,1.0,0.0548,0.443,0.0,0.231,0.227,128.921,4.0
BTS-199,love yourself 結 'answer',love yourself: answer,2018-08-24,4,DNA,dna,"at first sight, i could recognize you
as if we were calling for each other
the dna in my blood vessels tell me
that it's you i was looking all over for

our meeting is like a mathematical formula
commandments of religion, providence of the universe;
the evidence of destiny given to me
you're the source of my dream
take it, take it
my hand reaching out to you is my chosen fate

don't worry, love
none of this is a coincidence
we're totally different, baby
because we're the two who found our destiny

from the day of the universe's creation and beyond
through the infinite centuries and beyond
in the previous life and maybe the next too
we're eternally together

none of this is a coincidence
because we're the two who found our destiny
dna

i want it this love i want it real love
i only focus on you
you steer me a little harder
the dna of the genesis wants you
this is inevitable, i love us
we are the only true lovers

every time i see her, i freak out
surprisingly, i keep gasping and it's weird, maybe
this is the emotion they call love
because from the very beginning, my heart runs to you

don't worry, love
none of this is a coincidence
we're totally different, baby
because we're the two who found our destiny

from the day of the universe's creation and beyond
through the infinite centuries and beyond
in the previous life and maybe the next too
we're eternally together

none of this is a coincidence
because we're the two who found our destiny
dna

don't look back
because we're the two who found our destiny
don't regret it, baby
because we're forever
forever
forever
forever
forever
we are together

don't worry, love
none of this is a coincidence
we're totally different, baby
because we're the two who found our destiny

la la la la la
la la la la la
because it's not a coincidence
la la la la la
la la la la la
because it's not a coincidence
dna",BTS,KOR,43wFM1HquliY3iwKWzPN4y,223122.0,2ngmiq1KoYn3x25VOmvd8F,0.599,0.775,1.0,-3.997,0.0,0.0542,0.022,0.0,0.0669,0.703,129.817,4.0
BTS-200,love yourself 結 'answer',love yourself: answer,2018-08-24,5,보조개 (Dimple),dimple,"you hide but only appear when you smile
where did you come from?
don't lie, i know you're an angel
what are you?

but you
that smile is so cruel
cruel
i shouldn't have seen that cheek
you
what's really dangerous
is only in your possession

that dimple is illegal ille~gal
no, it's dangerous, oh yes
so i call you illegirl ille~girl
your existence alone is a crime
was it a mistake made by an angel?
or a deep kiss?
that dimple is illegal ille~gal
but i want it anyway anyway anyway

i don't have it, only you have it
is that why it's so hard?
i wanna die fallen in you, i wanna die locked in you
you are my lake

cause you
when you smile, i get dizzy
true
please be careful
you
what's really dangerous
is only in your possession

that dimple is illegal ille~gal
no, it's dangerous, oh yes
so i call you illegirl ille~girl
your existence alone is a crime
was it a mistake made by an angel?
or a deep kiss?
that dimple is illegal ille~gal
but i want it anyway anyway anyway

every time i see you, my heart gets dangerous
every time i see you, it gets more dangerous
oh baby no hey
oh baby no hey
you're too dangerous to live in this world

that dimple is illegal ille~gal
no, it's dangerous, oh yes
so i call you illegirl ille~girl
your existence alone is a crime
was it a mistake made by an angel?
or a deep kiss?
that dimple is illegal ille~gal
but i want it anyway anyway anyway

ille~gal
ille~gal
but i want it anyway anyway anyway",BTS,KOR,43wFM1HquliY3iwKWzPN4y,196776.0,1rLkzFZdokhx6Wcs80uvnw,0.612,0.844,5.0,-4.694,0.0,0.0757,0.14,0.0,0.289,0.652,134.872,4.0
BTS-201,love yourself 結 'answer',love yourself: answer,2018-08-24,6,Trivia Êâø: Love,trivia: love,"is this love
is this love
sometimes i know
sometimes i don't
the next lyrics, um
what should i write, um
too many words circle around me
but none of them feel how i feel
i just feel it
like the moon rises after the sun rises
like how fingernails grow
like trees that shed their bark once a year
that you are the one who will give meaning to my memories
who will make a 'person' into 'love'
before i knew you
my heart was filled with straight lines only
i'm just a human, human, human
you erode all my corners
and make me into love, love, love
we're humans, humans, humans
in that myriad of straight lines
my love, love, love
when you sit on top of it and you become my heart
i live so i love
i live so i love
(live & love, live & love)
(live & love, live & love)
i live so i love
i live so i love
(live & love, live & love)
(if it's love, i will love you)
you make i to an o
i to an o
because of you
i know why human and love sound similar
you make live to a love
live to a love
because of you
i know why a person should live by love
it's a long way from i to u
fuck, jklmnopqrst
i crossed all the letters and i reached you
look, mine and yours also sound the same
though that doesn't make me you
i want to be part of your bookcase
i'd like to be involved in your novel
as a lover
i'm just a human, human, human
you erode all my edges
and make me into love, love, love
we're humans, humans, humans
in that myriad of straight lines
my love, love, love
sit on top of it and it becomes a heart
i live so i love
i live so i love
(live & love, live & love)
(live & love, live & love)
i live so i love
i live so i love
(live & love, live & love)
(if it's love, i will love you)
what if i go?
if i go, would you be sad?
if i wasn't me, what would i be?
do you think you'll leave me after all?
wind, wind, wind blowing by
(i just hope not)
people, people, people that will pass by
(i just hope not)
my mood is blue, blue, blue
(in my head, it's blue from top to bottom)
how much i love you
how much, much, much
you're my person, my person, my person
you're my desire, my desire, my desire
you're my pride, my pride, my pride
you're my love (my love)
one and only love (only love)
you're my person, my person, my person
you're my desire, my desire, my desire
you're my pride, my pride, my pride
you're my love (my love)
one and only love (only love)
you know...
we were always mean to be...
destiny...
i hope you feel the same with me...
love",RM,KOR,43wFM1HquliY3iwKWzPN4y,225697.0,6bSwpQYEguyMlkCoWiBt3Y,0.761,0.761,5.0,-5.721,0.0,0.0899,0.242,0.0,0.103,0.484,121.971,4.0
BTS-202,love yourself 結 'answer',love yourself: answer,2018-08-24,7,Her,her,"the world is a complex
we wus lookin' for love
i was just one of those people
i did not believe what love was
i wanted to love like a habit
but i found myself
the whole new myself
i'm confused. what's really going on?
i will meet you and i will not be a book
or did you take over my bookshelf?
damn
anyway, i want you the best man way
probably because you were the world itself
if you die, you must die with me god i swore to myself
so many complex
but i'm lookin' for love
i love fake country
you are the beginning and the ending itself
you must finish me
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
maybe i'm your truth and i'm lying
maybe your love and hate
maybe i'm your enemy
your heaven and hell, sometimes
proud and humiliated
i will never take off my mask
i'm not the one you know in this mask
make up to wake up today
and dress up to mask on
to be the one you love
to become the one you love
i liked his xx too
just for you
excessive make-up
your laughter and happiness is the
measure of my happiness
oh my darling i am deserved of your love
always try to be your best
i did not know that
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
as always, mask on
cheer me
your only star. shine without a thing
in the most brilliant time i have to mask off
lost star drop my luggage and enjoy the darkness
yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah
just as you go
as soon as i get it, do not get me
tick ‚äã‚äãtock the dark is over
to be your best again
grab myself
love makes people crazy
yeah
i will assign it to the best expression
give me the answers i gave you for all of you
you love it
i am trying for it
a night that finds new meaning in your presence and shines
i got it. when the darkness is over
you are the morning to me
you woke me up
all my wonder
answer to
i call you her, her
cuz you're my tear, tear
all my wonder
answer to
i call you her, her
cuz you're my tear, tear",BTS,KOR,43wFM1HquliY3iwKWzPN4y,228612.0,6FHVHycPPTQp6aAHjLhzFT,0.48,0.927,3.0,-5.704,1.0,0.27,0.317,0.0,0.0583,0.45,88.804,4.0
BTS-203,love yourself 結 'answer',love yourself: answer,2018-08-24,8,Singularity,singularity,"a sound of something breaking
i awake from sleep
a sound full of unfamiliarity
try to cover my ears but can't go to sleep

the pain in my throat gets worse
try to cover it
i don't have a voice
today i hear that sound again

it's ringing again, that sound
a crack again on this frozen lake
i dumped myself into the lake
i buried my voice for you
over the winter lake i was thrown

a thick ice has formed
in the dream i shortly went into
my agonizing phantom pain is still the same
have i lost myself

or have i gained you
i suddenly run to the lake
there's my face in it
please don't say anything

reach my hand out to cover the mouth
but in the end, spring will come someday
the ice will melt and flow away
tell me if my voice isn't real

if i shouldn't have thrown myself away
tell me if even this pain isn't real
what i was supposed to do back then",V,KOR,43wFM1HquliY3iwKWzPN4y,196998.0,2ApfJvLr7RbhJl6NOVhEu6,0.775,0.272,1.0,-9.126,0.0,0.091,0.56,0.00278,0.112,0.198,103.991,3.0
BTS-204,love yourself 結 'answer',love yourself: answer,2018-08-24,9,Fake Love,fake love,"for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can't be bloomed in a dream that can't come true

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

i wanna be a good man, just for you
i gave the world, just for you
i changed everything, just for you
but i don't know me, who are you?
the forest just for us, you weren't there
the route i took, i forgot
i even became quite unsure of who i was
try babbling into the mirror, who the hell are you?

for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can't be bloomed in a dream that can't come true

love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
try to erase myself and make me your doll
love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
try to erase myself and make me your doll

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

why you sad? i don't know. i don't know
smile, say 'i love you'
look at me, even i gave up on myself
even you can't understand me
you say i'm unfamiliar, changed into the one you used to like
you say i'm not myself which you knew well
no? what do you mean no? i'm blind
love? what the heck is love? it's all fake love

woo, i dunno, i dunno, i dunno why
woo, even i, even i don't know myself
woo, i just know, i just know, i just know why
cuz it's all fake love, fake love, fake love

love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
try to erase myself and make me your doll
love you so bad, love you so bad
mold a pretty lie for you
love it's so mad, love it's so mad
try to erase myself and make me your doll

i'm so sick of this fake love, fake love, fake love
i'm so sorry but it's fake love, fake love, fake love

for you, i could pretend like i was happy when i was sad
for you, i could pretend like i was strong when i was hurt
i wish love was perfect as love itself
i wish all my weaknesses could be hidden
i grew a flower that can't be bloomed in a dream that can't come true",BTS,KOR,43wFM1HquliY3iwKWzPN4y,242333.0,6a0gRYXKK0YU69cXaB2RrK,0.557,0.719,2.0,-4.515,0.0,0.0371,0.00267,0.0,0.306,0.345,77.502,4.0
